Drug 1,Drug 2,Interaction Description,severity,desc_len
Venlafaxine,Apraclonidine,Venlafaxine may increase the tachycardic activities of Apraclonidine.,Moderada,69
Primidone,Azilsartan medoxomil,Primidone may increase the hypotensive activities of Azilsartan medoxomil.,Moderada,74
Phenobarbital,Azilsartan medoxomil,Phenobarbital may increase the hypotensive activities of Azilsartan medoxomil.,Moderada,78
Pentobarbital,Azilsartan medoxomil,Pentobarbital may increase the hypotensive activities of Azilsartan medoxomil.,Moderada,78
Bortezomib,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Bortezomib is combined with Azilsartan medoxomil.,Moderada,111
Betaxolol,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Betaxolol is combined with Azilsartan medoxomil.,Moderada,110
Oxprenolol,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Oxprenolol is combined with Azilsartan medoxomil.,Moderada,111
Metoprolol,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Metoprolol is combined with Azilsartan medoxomil.,Moderada,111
Indapamide,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Indapamide is combined with Azilsartan medoxomil.,Moderada,111
Conivaptan,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Conivaptan is combined with Azilsartan medoxomil.,Moderada,111
Diltiazem,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Diltiazem is combined with Azilsartan medoxomil.,Moderada,110
Verapamil,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Verapamil is combined with Azilsartan medoxomil.,Moderada,110
Bromocriptine,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Bromocriptine is combined with Azilsartan medoxomil.,Moderada,114
Amiodarone,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Amiodarone is combined with Azilsartan medoxomil.,Moderada,111
Quetiapine,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Quetiapine is combined with Azilsartan medoxomil.,Moderada,111
Thioridazine,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Thioridazine is combined with Azilsartan medoxomil.,Moderada,113
Cyclosporine,Azilsartan medoxomil,Cyclosporine may increase the hyperkalemic activities of Azilsartan medoxomil.,Moderada,78
Clozapine,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Clozapine is combined with Azilsartan medoxomil.,Moderada,110
Chlorpromazine,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Chlorpromazine is combined with Azilsartan medoxomil.,Moderada,115
Secobarbital,Azilsartan medoxomil,Secobarbital may increase the hypotensive activities of Azilsartan medoxomil.,Moderada,77
Tranylcypromine,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Tranylcypromine is combined with Azilsartan medoxomil.,Moderada,116
Imipramine,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Imipramine is combined with Azilsartan medoxomil.,Moderada,111
Ropinirole,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Ropinirole is combined with Azilsartan medoxomil.,Moderada,111
Clomipramine,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Clomipramine is combined with Azilsartan medoxomil.,Moderada,113
Aripiprazole,Azilsartan medoxomil,Aripiprazole may increase the hypotensive activities of Azilsartan medoxomil.,Moderada,77
Morphine,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Morphine is combined with Azilsartan medoxomil.,Moderada,109
Isradipine,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Isradipine is combined with Azilsartan medoxomil.,Moderada,111
Nicardipine,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Nicardipine is combined with Azilsartan medoxomil.,Moderada,112
Losartan,Azilsartan medoxomil,The risk or severity of adverse effects can be increased when Losartan is combined with Azilsartan medoxomil.,Moderada,109
Rifabutin,Nifedipine,The metabolism of Nifedipine can be increased when combined with Rifabutin.,Moderada,75
Rifabutin,Nifedipine,The serum concentration of Nifedipine can be decreased when it is combined with Rifabutin.,Moderada,90
Phenytoin,Nifedipine,The serum concentration of Nifedipine can be increased when it is combined with Phenytoin.,Moderada,90
Phenytoin,Nifedipine,The serum concentration of Nifedipine can be decreased when it is combined with Phenytoin.,Moderada,90
Rifampicin,Nifedipine,The metabolism of Nifedipine can be increased when combined with Rifampicin.,Moderada,76
Rifampicin,Nifedipine,The serum concentration of Nifedipine can be decreased when it is combined with Rifampicin.,Moderada,91
Fosphenytoin,Nifedipine,The serum concentration of Nifedipine can be increased when it is combined with Fosphenytoin.,Moderada,93
Fosphenytoin,Nifedipine,The serum concentration of Nifedipine can be decreased when it is combined with Fosphenytoin.,Moderada,93
Carbamazepine,Nifedipine,The metabolism of Nifedipine can be increased when combined with Carbamazepine.,Moderada,79
Carbamazepine,Nifedipine,The serum concentration of Nifedipine can be decreased when it is combined with Carbamazepine.,Moderada,94
Primidone,Nifedipine,The metabolism of Nifedipine can be increased when combined with Primidone.,Moderada,75
Primidone,Nifedipine,The serum concentration of Nifedipine can be decreased when it is combined with Primidone.,Moderada,90
Phenobarbital,Nifedipine,The metabolism of Nifedipine can be increased when combined with Phenobarbital.,Moderada,79
Phenobarbital,Nifedipine,The serum concentration of Nifedipine can be decreased when it is combined with Phenobarbital.,Moderada,94
Pentobarbital,Nifedipine,The metabolism of Nifedipine can be increased when combined with Pentobarbital.,Moderada,79
Pentobarbital,Nifedipine,The serum concentration of Nifedipine can be decreased when it is combined with Pentobarbital.,Moderada,94
Nevirapine,Nifedipine,The metabolism of Nifedipine can be increased when combined with Nevirapine.,Moderada,76
Nevirapine,Nifedipine,The serum concentration of Nifedipine can be decreased when it is combined with Nevirapine.,Moderada,91
Rifapentine,Nifedipine,The metabolism of Nifedipine can be increased when combined with Rifapentine.,Moderada,77
Rifapentine,Nifedipine,The serum concentration of Nifedipine can be decreased when it is combined with Rifapentine.,Moderada,92
Bosentan,Nifedipine,The serum concentration of Nifedipine can be decreased when it is combined with Bosentan.,Moderada,89
Lumacaftor,Nifedipine,The serum concentration of Nifedipine can be decreased when it is combined with Lumacaftor.,Moderada,91
Metoprolol,Nifedipine,The serum concentration of Nifedipine can be increased when it is combined with Metoprolol.,Moderada,91
Indapamide,Nifedipine,The risk or severity of adverse effects can be increased when Indapamide is combined with Nifedipine.,Moderada,101
Doxorubicin,Nifedipine,The serum concentration of Nifedipine can be increased when it is combined with Doxorubicin.,Moderada,92
Dabrafenib,Nifedipine,The serum concentration of Nifedipine can be decreased when it is combined with Dabrafenib.,Moderada,91
Deferasirox,Nifedipine,The serum concentration of Nifedipine can be decreased when it is combined with Deferasirox.,Moderada,92
Conivaptan,Nifedipine,The serum concentration of Nifedipine can be increased when it is combined with Conivaptan.,Moderada,91
Diltiazem,Nifedipine,The risk or severity of adverse effects can be increased when Diltiazem is combined with Nifedipine.,Moderada,100
Verapamil,Nifedipine,The risk or severity of adverse effects can be increased when Verapamil is combined with Nifedipine.,Moderada,100
Bromocriptine,Nifedipine,The risk or severity of adverse effects can be increased when Bromocriptine is combined with Nifedipine.,Moderada,104
Ranolazine,Nifedipine,The serum concentration of Nifedipine can be increased when it is combined with Ranolazine.,Moderada,91
Fluoxetine,Nifedipine,The risk or severity of adverse effects can be increased when Fluoxetine is combined with Nifedipine.,Moderada,101
Thioridazine,Nifedipine,The serum concentration of Nifedipine can be increased when it is combined with Thioridazine.,Moderada,93
Clozapine,Nifedipine,The risk or severity of adverse effects can be increased when Clozapine is combined with Nifedipine.,Moderada,100
Chlorpromazine,Nifedipine,The risk or severity of adverse effects can be increased when Chlorpromazine is combined with Nifedipine.,Moderada,105
Secobarbital,Nifedipine,Secobarbital may increase the hypotensive activities of Nifedipine.,Moderada,67
Imipramine,Nifedipine,The risk or severity of adverse effects can be increased when Imipramine is combined with Nifedipine.,Moderada,101
Clomipramine,Nifedipine,The risk or severity of adverse effects can be increased when Clomipramine is combined with Nifedipine.,Moderada,103
Morphine,Nifedipine,The risk or severity of adverse effects can be increased when Morphine is combined with Nifedipine.,Moderada,99
Isradipine,Nifedipine,The risk or severity of adverse effects can be increased when Isradipine is combined with Nifedipine.,Moderada,101
Nicardipine,Nifedipine,The risk or severity of adverse effects can be increased when Nicardipine is combined with Nifedipine.,Moderada,102
Losartan,Nifedipine,The risk or severity of adverse effects can be increased when Losartan is combined with Nifedipine.,Moderada,99
Clotrimazole,Nifedipine,The risk or severity of adverse effects can be increased when Clotrimazole is combined with Nifedipine.,Moderada,103
Efavirenz,Nifedipine,The serum concentration of Nifedipine can be decreased when it is combined with Efavirenz.,Moderada,90
Primidone,Papaverine,Primidone may increase the hypotensive activities of Papaverine.,Moderada,64
Phenobarbital,Papaverine,Phenobarbital may increase the hypotensive activities of Papaverine.,Moderada,68
Pentobarbital,Papaverine,Pentobarbital may increase the hypotensive activities of Papaverine.,Moderada,68
Bortezomib,Papaverine,The risk or severity of adverse effects can be increased when Bortezomib is combined with Papaverine.,Moderada,101
Betaxolol,Papaverine,The risk or severity of adverse effects can be increased when Betaxolol is combined with Papaverine.,Moderada,100
Oxprenolol,Papaverine,The risk or severity of adverse effects can be increased when Oxprenolol is combined with Papaverine.,Moderada,101
Metoprolol,Papaverine,The risk or severity of adverse effects can be increased when Metoprolol is combined with Papaverine.,Moderada,101
Indapamide,Papaverine,The risk or severity of adverse effects can be increased when Indapamide is combined with Papaverine.,Moderada,101
Conivaptan,Papaverine,The risk or severity of adverse effects can be increased when Conivaptan is combined with Papaverine.,Moderada,101
Diltiazem,Papaverine,The risk or severity of adverse effects can be increased when Diltiazem is combined with Papaverine.,Moderada,100
Verapamil,Papaverine,The risk or severity of adverse effects can be increased when Verapamil is combined with Papaverine.,Moderada,100
Bromocriptine,Papaverine,The risk or severity of adverse effects can be increased when Bromocriptine is combined with Papaverine.,Moderada,104
Amiodarone,Papaverine,The risk or severity of adverse effects can be increased when Amiodarone is combined with Papaverine.,Moderada,101
Thioridazine,Papaverine,The risk or severity of adverse effects can be increased when Thioridazine is combined with Papaverine.,Moderada,103
Clozapine,Papaverine,The risk or severity of adverse effects can be increased when Clozapine is combined with Papaverine.,Moderada,100
